ENSMUST00000070533.5	Xkr4-201	ENSMUSG00000051951
ENSMUST00000160918.8	Thnsl2-202	ENSMUSG00000054474
ENSMUST00000074241.9	Thnsl2-201	ENSMUSG00000054474
ENSMUST00000170753.2	Thnsl2-204	ENSMUSG00000054474
ENSMUST00000067492.8	Fabp1-201	ENSMUSG00000054422
ENSMUST00000074301.10	Smyd1-201	ENSMUSG00000055027
ENSMUST00000114186.9	Smyd1-202	ENSMUSG00000055027
ENSMUST00000114188.3	Smyd1-203	ENSMUSG00000055027
ENSMUST00000173730.2	Smyd1-206	ENSMUSG00000055027
ENSMUST00000129630.3	Smyd1-204	ENSMUSG00000055027
ENSMUST00000173297.2	Smyd1-205	ENSMUSG00000055027
ENSMUST00000204436.3	Krcc1-203	ENSMUSG00000053012
ENSMUST00000205123.2	Krcc1-204	ENSMUSG00000053012
ENSMUST00000168700.7	Krcc1-202	ENSMUSG00000053012
ENSMUST00000080949.8	Krcc1-201	ENSMUSG00000053012
ENSMUST00000065248.9	Cd8b1-201	ENSMUSG00000053044
ENSMUST00000066747.14	Cd8a-201	ENSMUSG00000053977
ENSMUST00000172321.3	Cd8a-202	ENSMUSG00000053977
ENSMUST00000002292.15	Rmnd5a-201	ENSMUSG00000002222
ENSMUST00000149415.2	Rmnd5a-205	ENSMUSG00000002222
ENSMUST00000064637.11	Rnf103-201	ENSMUSG00000052656
ENSMUST00000114178.8	Rnf103-202	ENSMUSG00000052656
ENSMUST00000114179.3	Rnf103-203	ENSMUSG00000052656
ENSMUST00000059462.12	Chmp3-201	ENSMUSG00000053119
ENSMUST00000204535.2	Chmp3-208	ENSMUSG00000053119
ENSMUST00000065364.5	Chmp3-202	ENSMUSG00000053119
ENSMUST00000132917.8	Chmp3-205	ENSMUSG00000053119
ENSMUST00000204199.2	Chmp3-207	ENSMUSG00000053119
ENSMUST00000065509.11	Kdm3a-201	ENSMUSG00000053470
ENSMUST00000167220.4	Kdm3a-202	ENSMUSG00000053470
ENSMUST00000207023.2	Kdm3a-214	ENSMUSG00000053470
ENSMUST00000205289.2	Kdm3a-203	ENSMUSG00000053470
ENSMUST00000206916.2	Kdm3a-213	ENSMUSG00000053470
ENSMUST00000121469.2	Reep1-201	ENSMUSG00000052852
ENSMUST00000212792.2	Reep1-203	ENSMUSG00000052852
ENSMUST00000212631.2	Reep1-202	ENSMUSG00000052852
ENSMUST00000065103.4	Mrpl35-201	ENSMUSG00000052962
ENSMUST00000205435.2	Mrpl35-202	ENSMUSG00000052962
ENSMUST00000064062.13	Immt-201	ENSMUSG00000052337
ENSMUST00000166975.8	Immt-206	ENSMUSG00000052337
ENSMUST00000165331.8	Immt-204	ENSMUSG00000052337
ENSMUST00000114151.10	Immt-203	ENSMUSG00000052337
ENSMUST00000101301.10	Immt-202	ENSMUSG00000052337
ENSMUST00000166938.8	Immt-205	ENSMUSG00000052337
ENSMUST00000207003.2	Immt-213	ENSMUSG00000052337
ENSMUST00000171057.2	Immt-208	ENSMUSG00000052337
ENSMUST00000206330.2	Immt-211	ENSMUSG00000052337
ENSMUST00000205628.2	Immt-210	ENSMUSG00000052337
ENSMUST00000082094.5	Ptcd3-201	ENSMUSG00000063884
ENSMUST00000206879.2	Ptcd3-211	ENSMUSG00000063884
ENSMUST00000205556.2	Ptcd3-205	ENSMUSG00000063884
ENSMUST00000206284.2	Ptcd3-208	ENSMUSG00000063884
ENSMUST00000206556.2	Polr1a-207	ENSMUSG00000049553
ENSMUST00000055296.11	Polr1a-201	ENSMUSG00000049553
ENSMUST00000206513.2	Polr1a-206	ENSMUSG00000049553
ENSMUST00000205517.2	Polr1a-203	ENSMUSG00000049553
ENSMUST00000069994.11	St3gal5-201	ENSMUSG00000056091
ENSMUST00000114112.4	St3gal5-202	ENSMUSG00000056091
ENSMUST00000187007.3	St3gal5-203	ENSMUSG00000056091
ENSMUST00000188366.3	St3gal5-204	ENSMUSG00000056091
ENSMUST00000206425.2	Atoh8-202	ENSMUSG00000037621
ENSMUST00000042646.8	Atoh8-201	ENSMUSG00000037621
ENSMUST00000183018.8	Sftpb-203	ENSMUSG00000056370
ENSMUST00000182014.10	Sftpb-201	ENSMUSG00000056370
ENSMUST00000070345.5	Usp39-201	ENSMUSG00000056305
ENSMUST00000206262.2	Usp39-203	ENSMUSG00000056305
ENSMUST00000077783.5	0610030E20Rik-201	ENSMUSG00000058706
ENSMUST00000069695.9	Tmem150a-201	ENSMUSG00000055912
ENSMUST00000132243.3	Tmem150a-202	ENSMUSG00000055912
ENSMUST00000206064.2	Tmem150a-203	ENSMUSG00000055912
ENSMUST00000206531.2	Tmem150a-204	ENSMUSG00000055912
ENSMUST00000069595.13	Rnf181-202	ENSMUSG00000055850
ENSMUST00000069580.12	Rnf181-201	ENSMUSG00000055850
ENSMUST00000125554.8	Rnf181-204	ENSMUSG00000055850
ENSMUST00000130064.8	Rnf181-207	ENSMUSG00000055850
ENSMUST00000154098.3	Rnf181-212	ENSMUSG00000055850
ENSMUST00000149296.8	Rnf181-210	ENSMUSG00000055850
ENSMUST00000129233.8	Rnf181-206	ENSMUSG00000055850
ENSMUST00000126065.8	Rnf181-205	ENSMUSG00000055850
ENSMUST00000114095.2	Rnf181-203	ENSMUSG00000055850
ENSMUST00000151063.2	Rnf181-211	ENSMUSG00000055850
ENSMUST00000206154.2	Vamp5-203	ENSMUSG00000073002
ENSMUST00000101285.10	Vamp5-202	ENSMUSG00000073002
ENSMUST00000074231.6	Vamp5-201	ENSMUSG00000073002
ENSMUST00000059983.10	Vamp8-201	ENSMUSG00000050732
ENSMUST00000142613.2	Vamp8-202	ENSMUSG00000050732
ENSMUST00000065906.9	Ggcx-201	ENSMUSG00000053460
ENSMUST00000205738.2	Ggcx-203	ENSMUSG00000053460
ENSMUST00000207012.2	Ggcx-205	ENSMUSG00000053460
ENSMUST00000132995.2	Ggcx-202	ENSMUSG00000053460
ENSMUST00000207000.2	Ggcx-204	ENSMUSG00000053460
ENSMUST00000205335.2	Mat2a-202	ENSMUSG00000053907
ENSMUST00000059472.10	Mat2a-201	ENSMUSG00000053907
ENSMUST00000205823.2	Mat2a-204	ENSMUSG00000053907
ENSMUST00000206904.2	Mat2a-209	ENSMUSG00000053907
ENSMUST00000206692.2	Mat2a-206	ENSMUSG00000053907
ENSMUST00000205384.2	Mat2a-203	ENSMUSG00000053907
ENSMUST00000162561.9	Sh2d6-206	ENSMUSG00000052631
ENSMUST00000160123.9	Sh2d6-204	ENSMUSG00000052631
ENSMUST00000234038.2	Sh2d6-207	ENSMUSG00000052631
ENSMUST00000235004.2	Sh2d6-210	ENSMUSG00000052631
ENSMUST00000234220.2	Sh2d6-208	ENSMUSG00000052631
ENSMUST00000159877.3	Sh2d6-203	ENSMUSG00000052631
ENSMUST00000160761.3	Sh2d6-205	ENSMUSG00000052631
ENSMUST00000234615.2	Sh2d6-209	ENSMUSG00000052631
ENSMUST00000089687.11	Sh2d6-201	ENSMUSG00000052631
ENSMUST00000159577.3	Sh2d6-202	ENSMUSG00000052631
ENSMUST00000071044.13	Capg-201	ENSMUSG00000056737
ENSMUST00000114072.8	Capg-203	ENSMUSG00000056737
ENSMUST00000155188.8	Capg-209	ENSMUSG00000056737
ENSMUST00000126124.8	Capg-205	ENSMUSG00000056737
ENSMUST00000114071.8	Capg-202	ENSMUSG00000056737
ENSMUST00000155705.8	Capg-210	ENSMUSG00000056737
ENSMUST00000134809.8	Capg-207	ENSMUSG00000056737
ENSMUST00000126101.3	Capg-204	ENSMUSG00000056737
ENSMUST00000114069.8	Elmod3-202	ENSMUSG00000056698
ENSMUST00000070990.8	Elmod3-201	ENSMUSG00000056698
ENSMUST00000141833.8	Elmod3-204	ENSMUSG00000056698
ENSMUST00000148108.8	Elmod3-205	ENSMUSG00000056698
ENSMUST00000152705.3	Elmod3-206	ENSMUSG00000056698
ENSMUST00000070597.13	Retsat-201	ENSMUSG00000056666
ENSMUST00000176364.8	Retsat-205	ENSMUSG00000056666
ENSMUST00000176168.3	Retsat-204	ENSMUSG00000056666
ENSMUST00000205878.2	Retsat-206	ENSMUSG00000056666
ENSMUST00000129071.2	Retsat-202	ENSMUSG00000056666
ENSMUST00000070524.5	Tgoln1-201	ENSMUSG00000056429
ENSMUST00000069536.12	Tcf7l1-201	ENSMUSG00000055799
ENSMUST00000114053.9	Tcf7l1-202	ENSMUSG00000055799
ENSMUST00000149446.3	Tcf7l1-204	ENSMUSG00000055799
ENSMUST00000068697.11	Kcmf1-201	ENSMUSG00000055239
ENSMUST00000204598.3	Kcmf1-204	ENSMUSG00000055239
ENSMUST00000206378.2	Kcmf1-206	ENSMUSG00000055239
ENSMUST00000204708.2	Kcmf1-205	ENSMUSG00000055239
ENSMUST00000114050.8	Tmsb10-203	ENSMUSG00000079523
ENSMUST00000114049.2	Tmsb10-202	ENSMUSG00000079523
ENSMUST00000114048.2	Tmsb10-201	ENSMUSG00000079523
ENSMUST00000144337.2	Tmsb10-204	ENSMUSG00000079523
ENSMUST00000064948.13	Dnah6-201	ENSMUSG00000052861
ENSMUST00000114040.8	Dnah6-203	ENSMUSG00000052861
ENSMUST00000204053.2	Dnah6-204	ENSMUSG00000052861
ENSMUST00000064740.9	Suclg1-201	ENSMUSG00000052738
ENSMUST00000123159.8	Suclg1-202	ENSMUSG00000052738
ENSMUST00000203632.2	Suclg1-206	ENSMUSG00000052738
ENSMUST00000070163.6	Jkampl-201	ENSMUSG00000056197
ENSMUST00000097218.7	Gm9008-201	ENSMUSG00000072476
ENSMUST00000161846.8	Ctnna2-205	ENSMUSG00000063063
ENSMUST00000160894.8	Ctnna2-204	ENSMUSG00000063063
ENSMUST00000159626.8	Ctnna2-202	ENSMUSG00000063063
ENSMUST00000075340.12	Ctnna2-201	ENSMUSG00000063063
ENSMUST00000204527.2	Ctnna2-208	ENSMUSG00000063063
ENSMUST00000162273.2	Ctnna2-206	ENSMUSG00000063063
ENSMUST00000020400.5	Lrrtm1-201	ENSMUSG00000060780
ENSMUST00000159616.2	Lrrtm1-202	ENSMUSG00000060780
ENSMUST00000161677.2	Lrrtm1-203	ENSMUSG00000060780
ENSMUST00000161811.2	Lrrtm1-204	ENSMUSG00000060780
ENSMUST00000204873.3	Reg3b-204	ENSMUSG00000071356
ENSMUST00000096904.6	Reg3b-201	ENSMUSG00000071356
ENSMUST00000203266.2	Reg3b-202	ENSMUSG00000071356
ENSMUST00000089667.8	Reg3d-201	ENSMUSG00000068341
ENSMUST00000167492.4	Reg3d-202	ENSMUSG00000068341
ENSMUST00000205240.2	Reg3d-203	ENSMUSG00000068341
ENSMUST00000101272.3	Reg3a-201	ENSMUSG00000079516
ENSMUST00000203657.3	Reg2-202	ENSMUSG00000023140
ENSMUST00000023906.4	Reg2-201	ENSMUSG00000023140
ENSMUST00000204687.3	Reg1-203	ENSMUSG00000059654
ENSMUST00000204601.3	Reg1-202	ENSMUSG00000059654
ENSMUST00000079926.6	Reg1-201	ENSMUSG00000059654
ENSMUST00000032089.3	Reg3g-201	ENSMUSG00000030017
ENSMUST00000179797.3	Gm20594-201	ENSMUSG00000096887
ENSMUST00000147663.8	Lrrtm4-208	ENSMUSG00000052581
ENSMUST00000128718.8	Lrrtm4-204	ENSMUSG00000052581
ENSMUST00000126005.8	Lrrtm4-202	ENSMUSG00000052581
ENSMUST00000133918.8	Lrrtm4-205	ENSMUSG00000052581
ENSMUST00000126399.2	Lrrtm4-203	ENSMUSG00000052581
ENSMUST00000136421.2	Lrrtm4-206	ENSMUSG00000052581
ENSMUST00000145407.2	Lrrtm4-207	ENSMUSG00000052581
ENSMUST00000074662.5	Lrrtm4-201	ENSMUSG00000052581
ENSMUST00000043195.11	Gcfc2-201	ENSMUSG00000035125
ENSMUST00000152996.8	Gcfc2-206	ENSMUSG00000035125
ENSMUST00000203959.2	Gcfc2-207	ENSMUSG00000035125
ENSMUST00000032124.9	Mrpl19-201	ENSMUSG00000030045
ENSMUST00000150976.8	Eva1a-204	ENSMUSG00000035104
ENSMUST00000042974.15	Eva1a-201	ENSMUSG00000035104
ENSMUST00000149023.2	Eva1a-202	ENSMUSG00000035104
ENSMUST00000032122.11	Tacr1-201	ENSMUSG00000030043
ENSMUST00000203775.2	Tacr1-202	ENSMUSG00000030043
ENSMUST00000160281.8	Pole4-204	ENSMUSG00000030042
ENSMUST00000095786.6	Pole4-201	ENSMUSG00000030042
ENSMUST00000000642.11	Hk2-201	ENSMUSG00000000628
ENSMUST00000170833.2	Hk2-204	ENSMUSG00000000628
ENSMUST00000169270.2	Hk2-203	ENSMUSG00000000628
ENSMUST00000000641.15	Sema4f-201	ENSMUSG00000000627
ENSMUST00000203271.2	Sema4f-203	ENSMUSG00000000627
ENSMUST00000113980.4	M1ap-201	ENSMUSG00000030041
ENSMUST00000204891.2	M1ap-203	ENSMUSG00000030041
ENSMUST00000089651.6	Dok1-201	ENSMUSG00000068335
ENSMUST00000149918.2	Dok1-202	ENSMUSG00000068335
ENSMUST00000204900.2	Dok1-203	ENSMUSG00000068335
ENSMUST00000000707.9	Loxl3-201	ENSMUSG00000000693
ENSMUST00000101257.4	Loxl3-202	ENSMUSG00000000693
ENSMUST00000113962.8	Htra2-202	ENSMUSG00000068329
ENSMUST00000089645.13	Htra2-201	ENSMUSG00000068329
ENSMUST00000113963.8	Htra2-203	ENSMUSG00000068329
ENSMUST00000122955.8	Htra2-204	ENSMUSG00000068329
ENSMUST00000132099.8	Htra2-205	ENSMUSG00000068329
ENSMUST00000134606.8	Htra2-206	ENSMUSG00000068329
ENSMUST00000150217.2	Htra2-208	ENSMUSG00000068329
ENSMUST00000092618.10	Aup1-201	ENSMUSG00000068328
ENSMUST00000203915.4	Aup1-206	ENSMUSG00000068328
ENSMUST00000204719.4	Aup1-212	ENSMUSG00000068328
ENSMUST00000204343.4	Aup1-208	ENSMUSG00000068328
ENSMUST00000077502.5	Dqx1-201	ENSMUSG00000009145
ENSMUST00000204803.2	Dqx1-202	ENSMUSG00000009145
ENSMUST00000174674.3	Tlx2-202	ENSMUSG00000068327
ENSMUST00000089641.6	Tlx2-201	ENSMUSG00000068327
ENSMUST00000176100.2	Pcgf1-205	ENSMUSG00000069678
ENSMUST00000165164.9	Pcgf1-202	ENSMUSG00000069678
ENSMUST00000092614.9	Pcgf1-201	ENSMUSG00000069678
ENSMUST00000176027.8	Pcgf1-203	ENSMUSG00000069678
ENSMUST00000177177.8	Pcgf1-207	ENSMUSG00000069678
ENSMUST00000176089.2	Pcgf1-204	ENSMUSG00000069678
ENSMUST00000041265.4	Lbx2-201	ENSMUSG00000034968
ENSMUST00000101254.9	Ccdc142-201	ENSMUSG00000107499
ENSMUST00000101253.6	Gm42688-201	ENSMUSG00000079511
ENSMUST00000113938.5	Mrpl53-201	ENSMUSG00000030037
ENSMUST00000032114.8	Mogs-201	ENSMUSG00000030036
ENSMUST00000032111.11	Wbp1-201	ENSMUSG00000030035
ENSMUST00000113936.10	Wbp1-202	ENSMUSG00000030035
ENSMUST00000146328.4	Wbp1-207	ENSMUSG00000030035
ENSMUST00000151393.7	Wbp1-208	ENSMUSG00000030035
ENSMUST00000131936.3	Wbp1-204	ENSMUSG00000030035
ENSMUST00000205023.2	Wbp1-209	ENSMUSG00000030035
ENSMUST00000113935.9	Ino80b-202	ENSMUSG00000030034
ENSMUST00000143814.3	Ino80b-203	ENSMUSG00000030034
ENSMUST00000032109.5	Ino80b-201	ENSMUSG00000030034
ENSMUST00000135490.8	Rtkn-207	ENSMUSG00000034930
ENSMUST00000065512.11	Rtkn-201	ENSMUSG00000034930
ENSMUST00000121093.8	Rtkn-203	ENSMUSG00000034930
ENSMUST00000087938.11	Rtkn-202	ENSMUSG00000034930
ENSMUST00000130622.8	Rtkn-205	ENSMUSG00000034930
ENSMUST00000129316.2	Rtkn-204	ENSMUSG00000034930
ENSMUST00000213056.2	Rtkn-209	ENSMUSG00000034930
ENSMUST00000153148.8	Wdr54-204	ENSMUSG00000030032
ENSMUST00000125894.9	Wdr54-202	ENSMUSG00000030032
ENSMUST00000032108.12	Wdr54-201	ENSMUSG00000030032
ENSMUST00000032106.6	1700003E16Rik-201	ENSMUSG00000030030
ENSMUST00000203203.2	1700003E16Rik-202	ENSMUSG00000030030
ENSMUST00000077407.12	Dctn1-201	ENSMUSG00000031865
ENSMUST00000113913.8	Dctn1-203	ENSMUSG00000031865
ENSMUST00000130212.8	Dctn1-208	ENSMUSG00000031865
ENSMUST00000113919.10	Dctn1-205	ENSMUSG00000031865
ENSMUST00000113918.8	Dctn1-204	ENSMUSG00000031865
ENSMUST00000141680.8	Dctn1-210	ENSMUSG00000031865
ENSMUST00000113907.2	Dctn1-202	ENSMUSG00000031865
ENSMUST00000113900.8	Slc4a5-203	ENSMUSG00000068323
ENSMUST00000039212.8	Slc4a5-201	ENSMUSG00000068323
ENSMUST00000113899.8	Slc4a5-202	ENSMUSG00000068323
ENSMUST00000005810.9	Mthfd2-201	ENSMUSG00000005667
ENSMUST00000203847.3	Mthfd2-206	ENSMUSG00000005667
ENSMUST00000204472.2	Mthfd2-207	ENSMUSG00000005667
ENSMUST00000055261.11	Mob1a-202	ENSMUSG00000043131
ENSMUST00000133045.7	Mob1a-204	ENSMUSG00000043131
ENSMUST00000038658.15	Mob1a-201	ENSMUSG00000043131
ENSMUST00000101245.4	Mob1a-203	ENSMUSG00000043131
ENSMUST00000155580.4	Mob1a-206	ENSMUSG00000043131
ENSMUST00000122216.8	Bola3-203	ENSMUSG00000045160
ENSMUST00000120040.8	Bola3-202	ENSMUSG00000045160
ENSMUST00000136501.2	Bola3-207	ENSMUSG00000045160
ENSMUST00000089622.11	Tet3-202	ENSMUSG00000034832
ENSMUST00000186548.7	Tet3-203	ENSMUSG00000034832
ENSMUST00000190295.2	Tet3-204	ENSMUSG00000034832
ENSMUST00000014698.10	Dguok-201	ENSMUSG00000014554
ENSMUST00000113888.3	Dguok-202	ENSMUSG00000014554
ENSMUST00000145455.8	Dguok-204	ENSMUSG00000014554
ENSMUST00000138941.3	Dguok-203	ENSMUSG00000014554
ENSMUST00000075161.12	Actg2-201	ENSMUSG00000059430
ENSMUST00000121731.8	Actg2-202	ENSMUSG00000059430
ENSMUST00000205926.2	Actg2-206	ENSMUSG00000059430
ENSMUST00000141904.8	Actg2-204	ENSMUSG00000059430
ENSMUST00000152029.2	Actg2-205	ENSMUSG00000059430
ENSMUST00000206400.2	Stambp-206	ENSMUSG00000006906
ENSMUST00000068054.9	Stambp-201	ENSMUSG00000006906
ENSMUST00000206592.2	Stambp-207	ENSMUSG00000006906
ENSMUST00000014686.3	Clec4f-201	ENSMUSG00000014542
ENSMUST00000037882.8	Cd207-201	ENSMUSG00000034783
ENSMUST00000037807.3	Vax2-201	ENSMUSG00000034777
ENSMUST00000006431.8	Atp6v1b1-201	ENSMUSG00000006269
ENSMUST00000206911.2	Atp6v1b1-206	ENSMUSG00000006269
ENSMUST00000205763.2	Atp6v1b1-202	ENSMUSG00000006269
ENSMUST00000014891.5	Ankrd53-201	ENSMUSG00000014747
ENSMUST00000206496.2	Ankrd53-202	ENSMUSG00000014747
ENSMUST00000014892.8	Tex261-201	ENSMUSG00000014748
ENSMUST00000037376.14	Nagk-201	ENSMUSG00000034744
ENSMUST00000113851.8	Nagk-203	ENSMUSG00000034744
ENSMUST00000113850.2	Nagk-202	ENSMUSG00000034744
ENSMUST00000058383.9	Paip2b-201	ENSMUSG00000045896
ENSMUST00000204415.2	Zfp638-217	ENSMUSG00000030016
ENSMUST00000203273.3	Zfp638-205	ENSMUSG00000030016
ENSMUST00000204751.3	Zfp638-220	ENSMUSG00000030016
ENSMUST00000204202.3	Zfp638-215	ENSMUSG00000030016
ENSMUST00000203455.3	Zfp638-207	ENSMUSG00000030016
ENSMUST00000113836.6	Zfp638-203	ENSMUSG00000030016
ENSMUST00000113835.10	Zfp638-202	ENSMUSG00000030016
ENSMUST00000032088.14	Zfp638-201	ENSMUSG00000030016
ENSMUST00000203324.3	Zfp638-206	ENSMUSG00000030016
ENSMUST00000203891.3	Zfp638-212	ENSMUSG00000030016
ENSMUST00000205166.2	Zfp638-222	ENSMUSG00000030016
ENSMUST00000113821.8	Dysf-204	ENSMUSG00000033788
ENSMUST00000203803.3	Dysf-213	ENSMUSG00000033788
ENSMUST00000204591.3	Dysf-215	ENSMUSG00000033788
ENSMUST00000113823.8	Dysf-205	ENSMUSG00000033788
ENSMUST00000153860.4	Dysf-210	ENSMUSG00000033788
ENSMUST00000168387.8	Dysf-211	ENSMUSG00000033788
ENSMUST00000204987.3	Dysf-216	ENSMUSG00000033788
ENSMUST00000203695.3	Dysf-212	ENSMUSG00000033788
ENSMUST00000204354.3	Dysf-214	ENSMUSG00000033788
ENSMUST00000089595.12	Dysf-202	ENSMUSG00000033788
ENSMUST00000113818.8	Dysf-203	ENSMUSG00000033788
ENSMUST00000081904.7	Dysf-201	ENSMUSG00000033788
ENSMUST00000205228.3	Cyp26b1-205	ENSMUSG00000063415
ENSMUST00000204146.3	Cyp26b1-204	ENSMUSG00000063415
ENSMUST00000077705.6	Cyp26b1-201	ENSMUSG00000063415
ENSMUST00000168003.9	Cyp26b1-202	ENSMUSG00000063415
ENSMUST00000204109.2	Cyp26b1-203	ENSMUSG00000063415
ENSMUST00000160197.6	Exoc6b-203	ENSMUSG00000033769
ENSMUST00000162821.8	Exoc6b-207	ENSMUSG00000033769
ENSMUST00000204757.3	Spr-204	ENSMUSG00000033735
ENSMUST00000045986.8	Spr-201	ENSMUSG00000033735
ENSMUST00000174769.2	Spr-203	ENSMUSG00000033735
ENSMUST00000174286.3	Spr-202	ENSMUSG00000033735
ENSMUST00000045942.9	Emx1-201	ENSMUSG00000033726
ENSMUST00000045846.12	Sfxn5-201	ENSMUSG00000033720
ENSMUST00000059034.13	Sfxn5-202	ENSMUSG00000033720
ENSMUST00000113788.2	Sfxn5-204	ENSMUSG00000033720
ENSMUST00000113787.2	Sfxn5-203	ENSMUSG00000033720
ENSMUST00000060837.10	Rab11fip5-201	ENSMUSG00000051343
ENSMUST00000204087.2	Rab11fip5-202	ENSMUSG00000051343
ENSMUST00000089578.9	Noto-201	ENSMUSG00000068302
ENSMUST00000174469.2	Noto-202	ENSMUSG00000068302
ENSMUST00000045693.8	Smyd5-201	ENSMUSG00000033706
ENSMUST00000032080.9	Pradc1-201	ENSMUSG00000030008
ENSMUST00000126805.8	Pradc1-204	ENSMUSG00000030008
ENSMUST00000113770.2	Pradc1-202	ENSMUSG00000030008
ENSMUST00000032078.9	Cct7-201	ENSMUSG00000030007
ENSMUST00000204489.3	Cct7-202	ENSMUSG00000030007
ENSMUST00000204592.3	Cct7-203	ENSMUSG00000030007
ENSMUST00000204612.3	Cct7-204	ENSMUSG00000030007
ENSMUST00000159062.8	Fbxo41-201	ENSMUSG00000047013
ENSMUST00000161078.8	Fbxo41-202	ENSMUSG00000047013
ENSMUST00000161546.2	Fbxo41-203	ENSMUSG00000047013
ENSMUST00000095759.5	Egr4-201	ENSMUSG00000071341
ENSMUST00000072018.6	Alms1-201	ENSMUSG00000063810
ENSMUST00000213058.2	Alms1-205	ENSMUSG00000063810
ENSMUST00000160534.2	Nat8f7-201	ENSMUSG00000089694
ENSMUST00000179613.2	Nat8f7-202	ENSMUSG00000089694
ENSMUST00000050780.8	Nat8f3-201	ENSMUSG00000051262
ENSMUST00000168531.2	Nat8f3-202	ENSMUSG00000051262
ENSMUST00000174143.2	Nat8f6-202	ENSMUSG00000079495
ENSMUST00000087656.5	Nat8f6-201	ENSMUSG00000079495
ENSMUST00000032074.5	Nat8f5-201	ENSMUSG00000079494
ENSMUST00000032073.7	Nat8-201	ENSMUSG00000030004
ENSMUST00000045008.8	Nat8f2-201	ENSMUSG00000033634
ENSMUST00000159755.8	Nat8f4-202	ENSMUSG00000068299
ENSMUST00000095757.4	Nat8f4-201	ENSMUSG00000068299
ENSMUST00000161198.4	Nat8f1-201	ENSMUSG00000057103
ENSMUST00000239124.2	Nat8f1-204	ENSMUSG00000057103
ENSMUST00000174369.3	Nat8f1-203	ENSMUSG00000057103
ENSMUST00000200680.4	Tprkb-208	ENSMUSG00000054226
ENSMUST00000113751.8	Tprkb-203	ENSMUSG00000054226
ENSMUST00000202803.4	Tprkb-214	ENSMUSG00000054226
ENSMUST00000113753.8	Tprkb-205	ENSMUSG00000054226
ENSMUST00000089570.7	Tprkb-202	ENSMUSG00000054226
ENSMUST00000067137.14	Tprkb-201	ENSMUSG00000054226
ENSMUST00000113752.8	Tprkb-204	ENSMUSG00000054226
ENSMUST00000201939.4	Tprkb-211	ENSMUSG00000054226
ENSMUST00000149026.5	Tprkb-206	ENSMUSG00000054226
ENSMUST00000032071.13	Dusp11-201	ENSMUSG00000030002
ENSMUST00000201530.2	Dusp11-207	ENSMUSG00000030002
ENSMUST00000032070.4	Figla-201	ENSMUSG00000030001
ENSMUST00000204059.3	Add2-209	ENSMUSG00000030000
ENSMUST00000203366.3	Add2-204	ENSMUSG00000030000
ENSMUST00000203445.3	Add2-205	ENSMUSG00000030000
ENSMUST00000205034.3	Add2-210	ENSMUSG00000030000
ENSMUST00000203724.3	Add2-207	ENSMUSG00000030000
ENSMUST00000032069.8	Add2-201	ENSMUSG00000030000
ENSMUST00000203196.3	Add2-202	ENSMUSG00000030000
ENSMUST00000203786.3	Add2-208	ENSMUSG00000030000
ENSMUST00000203279.2	Add2-203	ENSMUSG00000030000
ENSMUST00000032066.13	Tgfa-201	ENSMUSG00000029999
ENSMUST00000192058.4	Tgfa-202	ENSMUSG00000029999
ENSMUST00000071492.9	Fam136a-201	ENSMUSG00000057497
ENSMUST00000204893.2	Fam136a-203	ENSMUSG00000057497
ENSMUST00000089558.7	Snrpg-201	ENSMUSG00000057278
ENSMUST00000032065.15	Pcyox1-201	ENSMUSG00000029998
ENSMUST00000204116.2	Pcyox1-206	ENSMUSG00000029998
ENSMUST00000131500.2	Pcyox1-203	ENSMUSG00000029998
ENSMUST00000153723.3	Pcyox1-204	ENSMUSG00000029998
ENSMUST00000095754.10	Tia1-203	ENSMUSG00000071337
ENSMUST00000095753.9	Tia1-202	ENSMUSG00000071337
ENSMUST00000148728.8	Tia1-218	ENSMUSG00000071337
ENSMUST00000095752.9	Tia1-201	ENSMUSG00000071337
ENSMUST00000130967.8	Tia1-211	ENSMUSG00000071337
ENSMUST00000154438.8	Tia1-221	ENSMUSG00000071337
ENSMUST00000113712.10	Tia1-205	ENSMUSG00000071337
ENSMUST00000113713.9	Tia1-206	ENSMUSG00000071337
ENSMUST00000123267.3	Tia1-208	ENSMUSG00000071337
ENSMUST00000204137.2	Gm44790-201	ENSMUSG00000107539
ENSMUST00000050497.14	C87436-201	ENSMUSG00000046679
ENSMUST00000203568.3	C87436-208	ENSMUSG00000046679
ENSMUST00000113700.8	C87436-203	ENSMUSG00000046679
ENSMUST00000141972.8	C87436-205	ENSMUSG00000046679
ENSMUST00000113698.8	C87436-202	ENSMUSG00000046679
ENSMUST00000133753.8	C87436-204	ENSMUSG00000046679
ENSMUST00000053015.7	Pcbp1-201	ENSMUSG00000051695
ENSMUST00000043400.9	Asprv1-201	ENSMUSG00000033508
ENSMUST00000001184.10	Mxd1-201	ENSMUSG00000001156
ENSMUST00000203946.2	Mxd1-202	ENSMUSG00000001156
ENSMUST00000204437.2	Mxd1-203	ENSMUSG00000001156
ENSMUST00000001186.11	Snrnp27-201	ENSMUSG00000001158
ENSMUST00000113683.2	Snrnp27-202	ENSMUSG00000001158
ENSMUST00000001185.14	Gmcl1-201	ENSMUSG00000001157
ENSMUST00000113679.2	Gmcl1-202	ENSMUSG00000001157
ENSMUST00000113675.8	Anxa4-202	ENSMUSG00000029994
ENSMUST00000001187.15	Anxa4-201	ENSMUSG00000029994
